stage,epoch,train_loss,val_loss,val_dice,val_centroid_dist,val_centroid_dist_LL1,val_centroid_dist_ANT
supervised,1,1.715532972457561,1.59579798579216,0.002317621634574607,62.632949581852664,66.87715975443523,67.29367733001709
supervised,2,1.463871440988906,1.329744537671407,0.003127264732029289,65.52350900349794,52.82470909754435,73.9228614171346
supervised,3,1.2620330490964524,1.1997997562090557,0.012168119651808714,79.68307464652591,99.21341387430827,76.10764090220134
supervised,4,1.1755026096993304,1.1446934342384338,0.03308833763003349,77.17694888291534,92.39191055297852,70.2151476542155
supervised,5,1.1330036711185536,1.1132723689079285,0.04570623906329274,70.55515821333285,85.2299124399821,64.74875895182292
supervised,6,1.1057531554648217,1.0913205941518147,0.06445491143191855,57.393793589539,69.94188340504964,49.09664090474447
supervised,7,1.087045946019761,1.0781196057796478,0.08427113998914137,54.07553326310936,53.86049302419027,60.61836655934652
supervised,8,1.072899671311074,1.0698144733905792,0.05064640939235687,54.8931884235806,62.52067915598551,51.3985071182251
supervised,9,1.0582784744019205,1.0543658137321472,0.08193694893270731,51.010807613531746,54.77703666687012,49.921616554260254
supervised,10,1.0477132137785568,1.0451199611028035,0.08861469260106485,49.68581546456725,46.9031457901001,60.3798770904541
supervised,11,1.033430129923719,1.0272164940834045,0.11720772211750348,45.808247575053464,41.439510663350426,35.458996852238975
supervised,12,1.0228601136106126,1.0136125981807709,0.10201092747350533,46.740142981211356,47.93254089355469,31.059077978134155
supervised,13,1.0141526562102297,1.0066302170356114,0.08292717238267262,48.03744129119096,51.61768627166748,38.4325430393219
supervised,14,0.9963036445861168,0.9951590945323309,0.10696666191021602,46.154763239401355,42.279387633005776,45.83481295903524
supervised,15,0.9815182444897104,0.9765562464793524,0.12705067855616411,44.08972557385763,36.976065476735435,40.81959056854248
supervised,16,0.9693865370243153,0.9665066202481588,0.14261921122670174,44.13195368206059,22.980728268623352,54.0615873336792
supervised,17,0.9454475311522789,0.9398246457179388,0.14868038396040598,42.475056971664785,24.454208811124165,31.423746426900227
supervised,18,0.9299383176133987,0.9235650797684988,0.1593774581948916,38.6036306961819,15.798745274543762,27.760568459828693
supervised,19,0.9156628441303334,0.9276317457358042,0.1480503830437859,40.066032537155685,22.022744009892147,25.24445080757141
supervised,20,0.8959394934329581,0.9053508390982946,0.15002107992768288,36.22484008250414,23.764122913281124,28.40163556734721
supervised,21,0.8864544706141695,0.8820482144753138,0.17101968824863434,37.96112862118968,15.08952329059442,39.375781536102295
supervised,22,0.8711075009183681,0.8796537270148596,0.18400468801458678,33.72007405702714,18.937472979227703,44.21153521537781
supervised,23,0.8606081516184705,0.8626436988512675,0.1902662826081117,33.97248453674493,19.63561177253723,37.49512267112732
supervised,24,0.857982818116533,0.8488343507051468,0.19414657354354858,32.153026385991666,12.021703253189722,23.997498750686646
supervised,25,0.8550100034855782,0.85671233634154,0.1883348487317562,32.96625381846119,14.755208949247995,31.677543878555298
supervised,26,0.8477485649129177,0.8536751568317413,0.1865635154147943,31.51307594720964,18.62804513176282,28.295703887939453
supervised,27,0.8442448415654771,0.8648934165636698,0.18605496982733408,35.11507883778325,27.33485237757365,29.668616771697998
supervised,28,0.8357419016513419,0.8519310156504313,0.1978017451862494,30.50554656209769,13.877508878707886,21.613267103830974
supervised,29,0.83504877572364,0.846598486105601,0.2006382318213582,34.25571326966639,22.64534456531207,21.003151456514995
supervised,30,0.8137777929610395,0.8293486485878626,0.2132887082795302,26.042493189926503,14.188876469930014,13.310034116109213
supervised,31,0.8116804691071206,0.8263882845640182,0.23711508139967918,25.36209367822718,21.295622050762177,12.548398415247599
supervised,32,0.802971952773155,0.8300839612881342,0.23530413334568342,26.859564596856085,13.804169634977976,25.192130366961162
supervised,33,0.7770652935860005,0.808636317650477,0.23223123823602995,25.831652247795358,15.715863347053528,10.913435459136963
supervised,34,0.7880337022720499,0.8027813533941904,0.2569932204981645,22.4324451284828,9.291643410921097,20.91366438070933
supervised,35,0.7740647412360983,0.8050918430089951,0.2546927823374669,26.356734601435832,17.585160672664642,13.047885278860727
supervised,36,0.7647830171787993,0.7710346976915995,0.2655048556625843,21.01331891560996,7.819104045629501,10.660092731316885
supervised,37,0.7624740904950081,0.7923685560623804,0.2508754252145688,22.445371548886655,11.072681958476702,14.597167690594992
supervised,38,0.736137921505786,0.7728193600972494,0.28318506355086964,22.10962858851309,9.339819649855295,14.066823681195578
supervised,39,0.7354137326808686,0.7652131915092468,0.289099791397651,20.446386980513733,10.858178898692131,14.56984301408132
supervised,40,0.7401263789927706,0.7613124847412109,0.27845389395952225,18.956164061471267,3.3185852269331613,16.970650394757588
supervised,41,0.7232524511661935,0.7507009456555048,0.29754162207245827,19.468147205533807,7.629300937056541,13.783721129099527
supervised,42,0.7068939120211499,0.7190390527248383,0.3215924948453903,17.321034959896846,2.67413829267025,11.140517711639404
supervised,43,0.7014327429710551,0.7196689794460932,0.31767645850777626,18.56902676241265,5.279120276371638,9.913078228632608
supervised,44,0.6938826910992886,0.7336966395378113,0.3016286864876747,17.958315808188033,4.226677308479945,13.126696825027466
supervised,45,0.6963185148036226,0.7107264002164205,0.3272400436302026,19.7005398651516,4.918729975819588,23.12477062145869
supervised,46,0.7023568140699509,0.7090794692436854,0.34411704664429027,15.922715990355721,4.186754410465558,11.18602736790975
supervised,47,0.6759979255655979,0.73525570333004,0.31404952829082805,20.584842856214554,13.239558681845665,17.092629710833233
supervised,48,0.6734923694996123,0.6933840115865072,0.34331400071581203,18.009247410559542,8.001663506031036,11.695867002010345
supervised,49,0.6555111357506286,0.6712594678004583,0.3695046876867612,16.786022262578765,6.968109535674254,12.081174314022064
supervised,50,0.6399684205968329,0.6960154622793198,0.3503992172578971,19.165467740760914,11.156468639771143,13.543726921081543
